10074,0,1,0,0,0,1,0,0,3,2
10075,1,2,3,1,3,1,2,3,2,1
10076,3,3,0,0,2,2,1,0,1,1
10077,3,3,3,0,3,2,3,3,3,3
10078,1,1,1,0,1,2,1,1,0,1
10079,1,3,0,0,3,2,1,0,3,2
10080,3,1,3,1,3,3,3,2,3,3
10081,2,2,1,0,0,2,2,1,0,0
10082,3,2,1,0,2,2,3,0,3,3
10083,2,0,0,0,1,1,0,0,2,0
10084,3,2,0,0,3,3,2,2,2,3
10085,2,1,1,0,3,2,0,0,1,3
10086,3,3,3,0,3,2,3,1,1,3
10087,1,1,0,0,1,1,2,0,1,1
10088,3,2,3,1,3,1,2,2,1,2
10089,3,1,2,1,3,3,3,0,2,3
10090,0,1,0,0,1,1,0,0,0,1
10091,3,1,1,1,3,3,3,2,2,3
10092,3,2,1,0,1,3,1,0,1,3
10093,3,3,1,0,3,1,1,2,3,2
10094,1,1,0,1,3,1,3,2,2,3
10095,2,1,1,0,0,1,3,2,1,1
10096,1,3,2,1,3,3,3,3,0,3
10097,3,3,3,1,3,3,2,3,3,3
10098,2,0,0,0,3,3,3,1,3,2
10099,3,3,1,0,3,2,2,2,1,2
10100,3,2,2,1,2,1,3,1,1,3
10101,3,2,2,3,3,3,3,3,3,2
10102,2,2,2,0,2,3,3,3,2,3
10103,1,0,0,0,2,1,0,0,1,0
10104,1,1,0,0,0,1,1,0,0,0
10105,3,3,1,0,2,0,1,0,1,2
10106,1,0,0,0,0,0,0,0,2,3
10107,3,1,1,2,3,3,3,2,3,3
10108,1,1,1,0,3,3,3,2,2,2
10109,3,1,2,0,3,3,2,0,1,2
10110,3,1,2,0,3,1,1,0,3,2
10111,1,1,1,0,1,1,0,1,1,2
10112,3,1,0,0,2,2,2,2,3,3
10113,3,3,3,1,2,2,3,0,3,3
10114,3,1,0,0,0,0,0,1,3,0
10115,1,3,3,0,2,2,2,1,2,3
10116,3,2,3,1,3,3,3,3,3,3
10117,2,1,2,0,0,2,1,1,1,2
10118,1,1,1,0,2,2,1,1,2,3
10119,1,1,1,0,3,0,1,3,2,0
10120,3,2,0,0,0,1,1,3,1,2
10121,2,1,3,0,1,2,3,1,2,3
10122,2,0,1,0,0,1,0,0,0,3
10123,3,1,3,2,2,3,3,3,3,3
10124,3,2,3,1,3,3,3,3,2,3
10125,1,1,0,0,2,3,1,1,0,1
10126,2,0,0,0,0,0,1,1,0,0
10127,3,2,1,0,1,2,2,0,1,3
10128,1,0,0,0,2,3,1,0,1,3
10129,1,3,3,0,2,0,3,2,2,3
10130,3,2,3,2,3,2,3,3,3,3
10131,1,1,1,0,0,2,0,0,1,0
10132,3,0,0,0,0,1,0,0,0,1
10133,2,3,2,0,2,2,3,2,0,1
10134,3,2,1,0,1,3,1,0,3,3
10135,2,1,2,0,3,3,1,0,1,2
10136,3,2,2,0,2,3,3,2,3,2
10137,2,3,3,3,3,3,3,3,2,3
10138,2,1,1,0,1,2,2,0,0,2
10139,3,2,0,0,2,3,3,1,0,2
10140,3,2,1,0,2,3,3,2,3,2
10141,3,0,0,0,1,0,3,0,0,3
10142,2,2,0,0,0,0,1,0,0,2
10143,2,0,1,0,1,3,3,1,1,1
10144,3,2,2,0,1,3,3,1,0,2
10145,2,2,3,0,2,3,2,1,2,3
10146,3,3,2,1,2,3,3,2,3,3
10147,1,2,1,0,3,2,3,0,1,2
10148,2,1,0,1,3,3,1,3,2,2
10149,0,2,1,0,2,2,3,1,2,3
10150,2,0,0,0,0,0,0,1,0,0
10151,2,1,0,0,0,1,2,2,3,1
10152,2,1,1,1,0,2,3,1,2,3
10153,3,1,1,0,1,2,3,3,2,3
10154,1,1,0,0,2,2,0,3,1,0
10155,1,0,0,0,0,1,0,1,0,2
10156,3,3,1,1,3,3,3,2,1,3
10157,3,1,1,0,1,3,3,1,3,3
10158,1,1,0,0,1,1,1,1,2,0
10159,3,3,3,3,3,2,3,2,3,3
10160,1,3,0,0,1,1,1,0,1,1
10161,3,1,1,0,0,1,1,2,1,1
10162,2,0,0,0,1,0,0,0,0,1
10163,2,1,0,0,0,0,1,0,1,0
10164,2,0,1,0,0,1,2,2,2,3
10165,1,0,1,0,3,2,3,0,3,3
10166,2,2,3,2,3,3,3,1,3,3
10167,3,2,2,0,3,3,2,2,1,2
10168,3,2,3,1,3,2,2,3,3,3
10169,2,3,0,0,2,3,2,0,3,3
10170,1,0,0,0,0,0,0,0,3,1
10171,3,3,2,1,2,2,3,1,3,3
10172,3,0,3,0,3,2,3,1,3,3
10173,1,2,2,1,3,3,3,0,3,3
10174,3,3,3,3,2,3,3,1,1,3
10175,2,1,0,0,3,2,2,2,0,3
10176,3,3,3,0,2,3,3,2,2,3
10177,3,2,0,0,2,1,2,3,1,0
10178,3,0,0,0,1,2,1,0,1,2
10179,3,2,2,0,3,2,3,2,1,3
10180,1,3,0,0,0,2,3,1,3,3
10181,3,2,2,0,3,3,3,2,3,2
10182,2,2,1,0,2,3,3,0,3,2
10183,3,1,2,0,0,3,3,1,3,3
10184,2,3,1,0,1,0,1,0,2,2
10185,3,2,3,0,3,3,3,1,0,3
10186,2,1,2,0,2,3,3,2,1,3
10187,0,1,0,0,1,1,1,0,2,1
10188,3,3,3,1,3,3,3,1,3,3
10189,3,3,2,0,3,3,3,1,2,3
10190,3,1,1,0,1,2,0,0,1,3
10191,3,0,2,0,2,3,3,2,3,2
10192,1,0,0,0,0,0,0,2,2,1
10193,3,3,2,0,1,1,2,2,0,2
10194,1,1,0,0,1,0,1,3,1,2
10195,0,2,0,0,1,1,2,1,0,2
10196,2,2,3,0,2,3,3,1,3,3
10197,3,3,3,1,2,3,3,2,2,3
10198,0,1,0,0,3,1,3,0,2,0
10199,2,1,2,0,2,3,3,1,2,3
10200,3,1,3,1,3,3,3,2,3,3
10201,1,0,0,0,0,0,1,0,1,2
10202,2,3,3,1,1,3,3,1,2,2
10203,2,1,1,1,3,2,3,1,2,2
10204,3,1,2,0,1,1,3,0,3,3
10205,3,3,2,1,2,3,3,3,3,3
10206,3,3,3,2,2,3,3,0,1,3
10207,2,1,1,0,3,0,1,1,0,3
10208,1,0,0,0,1,3,2,1,3,2
10209,3,3,1,0,3,3,3,1,2,2
10210,3,0,0,0,2,3,3,0,3,3
10211,2,1,1,1,0,2,3,0,1,3
10212,2,2,0,0,0,1,1,0,1,1
10213,1,3,3,0,1,3,2,2,3,3
10214,3,0,0,0,1,0,0,0,1,0
10215,2,0,0,0,1,2,1,2,0,1
10216,1,1,0,0,2,3,0,2,1,2
10217,3,1,3,0,3,2,3,2,1,3
10218,2,1,1,0,3,3,2,1,2,3
10219,3,2,2,0,2,2,3,1,2,3
10220,2,0,2,0,1,3,3,1,1,3
10221,0,1,0,0,1,0,0,0,1,2
10222,2,2,2,0,3,3,3,2,3,3
10223,2,1,0,0,2,0,1,0,1,1
10224,3,1,2,0,2,2,3,3,1,3
10225,2,1,1,0,1,2,1,1,1,2
10226,3,2,0,0,2,0,1,1,0,3
10227,2,0,1,0,1,3,1,0,1,3
10228,3,1,3,2,3,0,3,3,3,2
10229,2,3,3,1,2,2,3,3,3,3
10230,3,2,2,0,2,2,1,2,3,3
10231,3,0,1,0,3,1,1,0,2,3
10232,2,3,0,0,2,0,2,1,1,2
10233,3,0,0,0,1,0,0,0,2,1
10234,3,2,3,0,3,3,3,2,3,2
10235,3,3,2,1,3,3,2,1,1,3
10236,2,0,2,1,3,2,1,3,3,3
10237,1,2,0,0,3,3,3,2,1,3
10238,2,2,0,0,2,2,2,0,1,3
10239,3,3,3,0,3,2,1,2,2,3
10240,3,3,2,0,3,3,3,3,3,3
10241,1,1,0,0,0,2,0,0,1,1
10242,3,3,3,1,3,3,3,3,2,3
10243,3,2,2,0,2,0,2,3,2,3
10244,2,1,1,0,1,3,3,3,3,3
10245,2,0,2,0,3,1,1,2,2,3
10246,3,1,1,0,2,3,3,1,2,3
10247,1,0,0,0,2,0,0,1,0,1
10248,3,3,3,2,3,3,3,2,3,3
10249,3,1,2,0,2,2,3,0,3,3
10250,3,1,0,0,2,0,0,2,1,0
10251,3,0,1,0,2,2,3,0,0,3
10252,2,3,2,1,3,1,2,1,2,2
10253,2,2,1,0,3,1,2,2,0,3
10254,2,0,0,0,2,1,3,0,1,1
10255,1,1,2,1,2,2,2,2,0,2
10256,2,0,1,0,1,3,3,1,0,0
10257,3,3,3,0,1,3,2,1,3,3
10258,3,2,0,0,0,3,1,2,0,1
10259,2,0,0,0,0,2,1,0,3,1
10260,1,1,2,0,1,1,1,0,1,3
10261,3,2,2,0,1,2,2,1,3,1
10262,2,2,3,0,1,3,3,2,3,3
10263,2,2,1,0,2,2,1,1,3,3
10264,2,0,0,1,1,2,3,2,1,2
10265,3,2,0,0,3,1,1,2,1,2
10266,3,2,3,1,3,2,3,2,3,3
10267,1,0,1,0,0,1,0,0,2,2
10268,1,1,0,0,2,0,3,2,2,1
10269,3,3,3,1,3,3,3,3,2,3
10270,3,3,3,0,3,3,2,1,2,3
10271,2,0,0,0,0,2,3,1,0,3
10272,3,1,1,0,2,1,1,2,0,2
10273,3,1,1,0,2,3,1,1,3,3
10274,2,3,3,0,1,2,3,2,2,3
10275,1,0,0,0,2,2,2,1,1,3
10276,3,1,2,0,2,2,0,2,3,1
10277,2,1,2,0,3,2,3,2,3,3
10278,3,3,0,1,2,1,0,0,1,2
10279,0,1,1,0,0,3,2,1,1,2
10280,3,2,2,0,2,2,3,2,3,3
10281,3,3,2,0,3,2,3,2,3,3
10282,3,1,2,0,1,0,2,0,1,1
10283,3,1,0,0,1,2,0,0,1,2
10284,3,1,0,0,3,0,1,1,2,3
10285,2,2,0,1,2,3,1,1,2,2
10286,2,0,0,0,1,3,2,1,0,3
10287,3,1,3,0,2,2,3,3,2,3
10288,2,1,0,0,0,0,0,2,3,2
10289,2,0,0,0,1,2,0,1,2,1
10290,2,1,2,0,1,1,3,0,1,2
10291,2,0,2,0,1,2,1,1,1,1
10292,3,1,1,0,1,3,2,2,2,2
10293,3,3,2,0,3,2,3,2,3,3
10294,2,0,1,0,3,1,1,2,0,2
10295,3,1,1,0,2,3,1,3,2,3
10296,2,2,0,0,3,2,2,0,3,2
10297,3,1,1,2,3,3,3,0,3,3
10298,1,0,1,0,0,1,0,0,1,2
10299,1,0,0,0,2,1,0,1,2,0
10300,1,1,1,0,3,2,0,0,3,1
10301,1,3,2,0,1,2,2,2,2,2
10302,2,0,0,0,0,2,1,0,2,0
10303,3,3,3,1,3,3,3,3,3,3
10304,3,1,2,0,1,1,1,1,2,1
10305,3,0,0,0,1,0,2,1,3,3
10306,3,2,2,1,3,2,3,0,0,3
10307,2,2,3,0,3,3,3,2,3,3
10308,2,0,0,0,2,2,1,2,2,3
10309,3,3,2,1,3,3,3,0,3,2
10310,2,3,3,1,3,1,2,2,3,3
10311,0,0,0,0,1,2,2,1,0,3
10312,2,1,1,0,2,3,3,1,2,2
10313,3,1,3,0,3,3,3,0,1,2
10314,0,3,0,0,1,1,2,0,2,3
10315,1,2,1,0,2,2,1,0,0,3
10316,1,2,0,0,1,1,1,1,0,1
10317,3,3,2,1,3,3,3,2,3,3
10318,3,2,1,1,2,2,1,1,3,2
10319,3,2,2,0,3,3,2,1,3,2
10320,3,1,1,0,3,3,3,2,1,3
10321,0,2,1,0,0,2,0,1,3,1
10322,2,0,0,0,1,2,1,0,3,2
10323,3,3,3,2,3,3,3,2,3,3
10324,3,3,2,0,3,3,3,3,3,3
10325,0,0,0,0,2,1,0,0,2,0
10326,1,0,0,2,0,3,2,3,2,3
10327,3,2,2,0,0,1,3,3,0,2
10328,3,1,3,1,3,3,3,3,3,3
10329,3,3,0,0,3,3,3,3,2,3
10330,2,1,0,0,1,3,1,0,0,1
10331,0,3,0,0,3,2,3,2,1,2
10332,3,3,3,0,3,2,1,0,0,1
10333,1,1,2,1,3,3,3,2,1,3
10334,1,2,1,0,2,3,3,1,1,3
10335,3,2,3,2,3,1,3,1,3,3
10336,3,0,0,0,3,0,3,1,0,3
10337,3,3,2,1,3,3,1,0,2,2
10338,2,3,2,0,2,3,1,1,0,3
10339,2,0,0,0,2,0,1,2,1,2
10340,1,2,0,0,0,2,0,1,2,0
10341,3,3,2,0,1,3,1,1,2,2
10342,2,1,0,1,1,3,1,0,0,0
10343,2,0,0,0,0,1,1,0,0,0
10344,3,2,1,0,2,1,1,0,1,2
10345,2,0,1,0,1,1,3,1,3,3
10346,3,1,0,0,3,2,0,0,3,3
10347,3,3,3,0,2,2,3,3,3,1
10348,3,1,2,0,2,3,3,2,2,1
10349,1,0,0,0,0,1,0,1,1,0
10350,2,0,2,0,2,2,3,2,3,2
10351,2,3,3,0,3,3,3,3,3,3
10352,3,1,1,0,1,3,1,0,1,3
10353,1,0,1,0,2,3,3,1,3,2
10354,2,1,1,0,1,2,1,0,2,2
10355,3,1,0,0,0,3,2,0,3,1
10356,3,3,1,0,1,1,3,2,3,2
10357,3,0,1,0,2,0,1,1,1,2
10358,1,2,0,0,2,1,2,1,0,3
10359,2,1,2,2,3,3,3,2,1,3
10360,2,1,0,0,3,2,2,1,0,1
10361,2,3,2,0,0,3,3,1,2,2
10362,2,3,2,0,2,2,1,2,3,3
10363,1,0,0,0,0,0,0,1,2,2
10364,3,3,3,1,2,3,3,1,3,3
10365,0,2,0,0,0,0,1,0,1,0
10366,2,3,1,0,2,2,2,0,3,1
10367,3,2,2,1,2,2,3,1,1,3
10368,2,3,0,0,2,1,0,0,2,3
10369,2,0,1,0,3,1,2,1,0,3
10370,3,3,3,0,2,2,3,2,3,2
10371,1,2,1,1,3,2,2,1,0,3
10372,0,2,1,0,0,2,0,1,1,1
10373,3,3,3,2,3,2,3,2,3,3
10374,2,0,1,0,2,3,3,0,2,3
10375,3,3,3,2,2,3,3,2,3,3
10376,2,3,3,1,3,3,3,3,2,3
10377,1,1,0,0,1,1,0,1,2,0
10378,3,2,1,0,3,1,2,3,3,2
10379,2,3,2,0,3,3,3,0,3,3
10380,2,3,3,0,2,0,3,2,1,2
10381,2,1,0,0,1,0,0,1,1,1
10382,1,0,0,0,2,3,1,0,2,0
10383,1,3,0,0,1,3,1,2,0,3
10384,3,3,3,1,3,2,3,2,3,3
10385,3,2,3,0,3,2,3,3,3,3
10386,2,3,1,1,2,3,3,1,2,3
10387,1,3,1,0,2,1,1,1,1,2
10388,3,2,1,2,2,2,2,1,3,3
10389,0,3,1,0,0,3,2,2,3,1
10390,1,2,1,0,1,1,0,1,3,1
10391,3,2,1,0,2,2,3,3,1,2
10392,0,0,1,0,0,2,0,0,2,1
10393,0,0,1,0,2,2,0,1,1,0
10394,3,3,2,1,2,3,3,3,2,1
10395,1,2,0,0,2,3,1,1,1,2
10396,2,2,2,0,3,3,3,2,2,3
10397,3,0,0,0,3,3,1,0,1,0
10398,0,2,1,1,0,3,1,2,2,2
10399,3,3,3,2,3,2,3,1,3,3
10400,3,1,2,0,2,2,3,2,1,2
10401,3,1,0,0,1,2,0,2,2,0
10402,2,3,3,3,3,3,3,1,2,3
10403,0,0,0,0,1,0,0,0,1,1
10404,3,3,3,1,3,3,3,3,3,3
10405,2,1,1,0,1,1,0,0,1,1
10406,2,3,3,2,2,3,3,2,2,3
10407,1,0,0,1,2,2,2,0,1,3
10408,3,0,0,0,1,0,0,1,0,0
10409,3,3,1,0,2,2,2,0,3,3
10410,3,3,3,1,3,3,3,3,3,3
10411,3,2,3,0,1,2,2,2,3,3
10412,3,2,2,0,3,3,3,1,1,3
10413,3,3,3,0,3,3,3,1,2,1
10414,2,1,1,0,1,2,2,1,2,2
10415,3,0,1,0,1,3,2,0,2,1
10416,3,3,3,1,2,3,3,1,1,3
10417,3,2,3,1,3,2,3,0,2,3
10418,2,1,0,0,0,2,1,1,2,0
10419,2,2,3,0,3,3,2,1,2,3
10420,0,1,0,0,2,1,0,0,0,2
10421,2,0,2,0,2,1,2,2,2,2
10422,2,0,0,1,1,2,3,2,2,2
10423,0,0,0,0,3,0,1,1,0,3
10424,3,3,2,0,3,3,3,3,3,3
10425,2,2,1,0,2,2,1,0,3,2
10426,3,0,2,0,2,2,3,3,2,3
10427,2,0,2,0,2,2,3,2,2,3
10428,0,0,0,0,0,0,1,1,0,0
10429,3,3,3,0,3,2,3,1,3,3
10430,3,2,2,1,2,3,2,1,0,3
10431,2,1,1,0,1,0,2,1,3,2
10432,1,1,0,0,2,0,2,0,2,1
10433,2,3,2,3,3,3,3,3,3,3
10434,3,1,1,1,3,3,1,1,1,2
10435,2,0,1,0,3,2,3,2,2,2
10436,3,3,3,0,2,3,3,2,3,3
10437,1,0,0,0,1,0,1,0,1,1
10438,3,2,2,2,3,3,3,3,2,3
10439,0,0,1,0,0,1,2,0,2,2
10440,3,3,2,0,3,2,0,0,2,2
10441,2,1,2,0,0,1,1,0,3,1
10442,0,1,0,0,1,0,1,0,0,0
10443,0,1,0,0,0,2,2,1,2,2
10444,3,3,3,0,3,0,3,0,2,3
10445,0,1,1,0,0,2,2,1,1,2
10446,2,1,3,0,2,1,2,0,3,3
10447,1,1,0,0,2,1,1,1,0,0
10448,3,2,3,1,3,3,3,3,3,3
10449,3,0,2,2,1,3,3,0,1,3
10450,3,2,1,1,1,1,3,3,1,3
10451,1,3,1,0,2,3,3,3,0,3
10452,2,2,0,0,3,0,0,1,3,3
10453,3,1,1,0,2,3,1,1,3,3
10454,3,3,1,1,3,3,2,2,3,3
10455,0,2,1,1,3,2,1,2,0,3
10456,1,1,1,0,2,1,3,0,1,3
10457,3,2,3,2,3,2,3,3,3,3
10458,3,1,1,0,2,2,0,2,1,2
10459,2,3,3,1,3,3,3,3,3,3
10460,1,1,1,0,2,2,3,2,2,3
10461,3,1,3,0,2,3,0,2,2,2
10462,0,1,0,0,3,1,2,3,0,2
10463,3,1,3,1,3,3,3,2,3,3
10464,1,1,0,1,1,1,1,0,1,0
10465,1,1,1,0,1,0,0,1,1,3
10466,1,0,0,0,2,0,0,1,1,2
10467,2,1,3,0,2,3,2,1,2,3
10468,0,1,0,0,0,3,0,0,0,0
10469,1,0,0,0,0,2,0,1,1,0
10470,2,1,0,0,2,2,2,1,1,3
10471,3,1,3,0,3,3,1,1,3,1
10472,3,1,3,1,3,3,3,2,2,1
10473,0,1,0,0,3,1,0,0,1,3
10474,0,3,1,0,2,1,1,1,1,1
10475,1,1,1,0,1,1,0,0,0,1
10476,3,3,1,0,3,2,2,2,2,3
10477,2,3,0,0,2,2,3,2,2,2
10478,1,1,0,0,0,0,1,0,1,0
10479,3,1,1,0,3,1,2,2,2,0
10480,1,1,1,0,1,2,3,3,2,2
10481,2,0,1,0,1,2,0,0,2,3
10482,1,1,1,0,2,2,2,0,3,3
10483,2,3,1,0,1,3,1,2,2,2
10484,2,0,1,0,2,2,1,2,3,1
10485,3,3,1,0,3,3,1,1,2,3
10486,2,2,1,0,2,2,0,1,3,3
10487,1,1,0,0,0,3,3,1,1,2
10488,3,0,2,0,3,3,3,1,3,2
10489,1,0,0,0,1,1,0,0,1,3
10490,2,3,0,0,1,2,2,1,3,2
10491,3,1,1,0,0,3,3,0,1,1
10492,3,3,1,0,3,3,3,3,3,3
10493,2,1,1,1,1,2,2,2,1,2
10494,1,0,1,0,1,2,0,0,1,0
10495,2,0,0,0,1,1,0,0,0,1
10496,3,2,0,0,3,3,3,2,2,3
10497,1,2,3,1,1,2,0,2,3,3
10498,3,3,2,1,3,3,3,2,3,3
10499,2,2,3,1,3,3,3,1,2,3
10500,3,0,1,0,3,2,2,1,1,3
10501,0,2,0,0,1,0,0,0,0,1
10502,3,3,3,1,3,3,2,1,1,1
10503,3,3,3,0,2,0,3,2,2,3
10504,3,2,2,0,1,2,3,0,3,3
10505,0,0,0,0,0,0,1,0,2,0
10506,3,2,1,1,1,3,1,0,1,1
10507,1,0,0,0,1,0,1,0,0,2
10508,0,3,1,0,2,2,0,1,1,2
10509,3,2,0,0,3,1,3,2,3,3
10510,3,1,1,1,2,1,1,1,1,0
10511,3,0,2,0,2,3,2,3,2,3
10512,1,2,1,0,1,2,0,2,2,3
10513,2,3,0,0,0,2,2,0,0,0
10514,3,3,1,2,3,3,2,3,3,2
10515,2,0,1,0,1,1,1,0,0,1
10516,3,2,1,0,2,3,3,1,1,1
10517,3,2,1,0,2,3,3,0,1,2
10518,3,1,3,1,3,2,3,1,3,2
10519,2,3,2,0,1,3,3,2,3,3
10520,0,1,1,1,1,2,0,2,3,3
10521,3,0,2,1,3,3,2,2,3,3
10522,3,3,0,0,3,2,1,2,1,2
10523,3,0,0,0,1,2,2,2,2,0
10524,3,1,3,0,3,2,3,3,3,2
10525,1,3,0,0,2,1,1,3,3,3
10526,3,3,2,0,2,3,3,1,3,3
10527,2,1,2,0,2,1,3,0,3,3
10528,1,2,0,0,0,1,0,0,0,0
10529,3,3,2,0,3,3,3,2,3,3
10530,0,0,0,0,0,0,1,2,2,2
10531,3,3,1,0,3,3,3,0,3,3
10532,0,3,0,0,1,1,2,0,2,0
10533,1,1,1,0,0,2,0,1,2,3
10534,2,2,0,0,2,3,1,3,2,2
10535,3,3,2,1,3,3,3,2,2,3
10536,3,3,0,0,0,0,0,1,1,0
10537,2,2,3,2,3,3,3,1,2,3
10538,2,2,2,0,3,2,2,2,0,3
10539,3,2,3,3,3,2,3,3,3,3
10540,1,3,1,0,0,3,2,2,3,1
10541,3,1,0,0,0,2,3,0,0,0
10542,2,3,1,0,2,2,0,1,2,1
10543,3,3,3,1,2,3,3,3,3,2
10544,2,1,0,1,1,0,1,0,3,1
10545,3,3,2,2,3,3,3,1,2,3
10546,3,1,1,0,3,2,0,1,0,2
10547,2,2,1,0,3,3,3,1,2,3
10548,1,3,2,0,0,3,2,2,2,3
10549,3,2,0,0,2,3,2,3,1,3
10550,2,3,0,0,0,2,2,2,3,3
10551,1,0,0,0,0,2,0,0,1,0
10552,2,3,3,1,3,3,3,2,3,2
10553,3,0,1,0,1,3,2,0,2,1
10554,2,2,0,0,3,0,3,1,1,2
10555,3,0,3,0,2,1,1,0,3,3
10556,2,3,1,0,3,2,2,1,3,1
10557,2,0,1,0,1,1,3,1,1,1
10558,3,2,1,1,3,1,2,0,3,2
10559,1,2,2,0,3,3,3,1,2,3
10560,3,2,3,2,2,3,3,3,3,3
10561,1,3,1,0,1,2,1,0,1,1
10562,3,1,0,0,3,0,1,0,3,1
10563,2,2,2,0,2,3,2,3,0,2
10564,1,1,0,0,2,0,0,0,0,0
10565,1,1,0,0,1,0,0,0,1,2
10566,3,1,0,2,2,3,3,0,3,2
10567,1,0,0,0,0,0,1,0,0,0
10568,3,3,2,0,3,3,2,0,3,3
10569,1,1,0,0,2,0,3,1,3,2
10570,3,3,3,2,3,3,3,0,3,3
10571,3,0,3,0,3,3,2,3,2,2
10572,1,1,3,0,3,3,3,1,3,3
10573,1,0,0,0,0,1,0,0,2,0
10574,3,3,3,1,1,3,2,2,3,2
10575,3,1,2,0,3,2,2,0,1,1
10576,3,2,1,0,2,3,3,2,3,3
10577,2,0,0,0,1,1,2,2,3,1
10578,3,1,1,0,2,2,3,2,3,2
10579,3,0,1,0,2,3,1,2,2,2
10580,0,2,0,0,3,0,0,0,2,0
10581,3,0,0,0,2,1,0,0,3,1
10582,3,2,2,0,3,3,3,1,2,3
10583,1,0,1,1,2,3,1,0,0,1
10584,3,1,3,0,1,3,2,0,3,3
10585,1,1,1,0,2,0,2,0,1,0
10586,2,2,0,0,3,2,0,1,3,2
10587,3,3,1,0,2,3,1,3,1,3
10588,2,1,1,0,1,0,2,2,0,0
10589,2,2,0,0,3,2,2,1,3,3
10590,2,1,0,0,1,1,2,1,1,3
10591,3,2,1,0,1,2,2,2,3,3
10592,3,0,2,0,2,0,0,2,3,2
10593,2,0,0,0,1,2,1,0,2,1
10594,0,0,0,0,0,1,1,2,3,0
10595,3,2,2,0,2,3,2,0,0,3
10596,3,2,3,1,2,2,3,3,3,2
10597,3,2,0,0,0,2,1,2,0,1
10598,3,2,3,2,3,3,3,2,3,3
10599,2,0,1,0,2,3,2,2,2,2
10600,3,3,2,0,3,3,1,3,2,3
10601,2,1,1,0,3,0,2,1,2,3
10602,3,2,2,0,2,3,3,2,3,1
10603,3,0,3,0,3,2,3,3,3,2
10604,2,1,1,0,2,1,3,1,1,2
10605,3,2,2,1,3,3,3,0,2,3
10606,3,3,2,0,2,3,3,3,2,3
10607,0,1,0,0,1,1,0,0,0,1
10608,3,3,1,0,3,3,3,2,1,3
